word,Valence,Arousal,Dominance
アプライアンス,0.582,0.453,0.538
電化製品,0.594,0.394,0.567
適用性,0.677,0.49,0.741
該当する,0.469,0.43,0.667
申請者,0.612,0.558,0.688
応用,0.646,0.445,0.726
申し込み,0.612,0.321,0.667
任命する,0.565,0.33,0.509
予定,0.688,0.594,0.547
予定,0.745,0.677,0.625
配分,0.677,0.49,0.638
配分,0.552,0.481,0.453
鑑定,0.417,0.667,0.682
評価する,0.677,0.49,0.696
かなりの,0.873,0.491,0.778
感謝,0.885,0.422,0.741
感謝,0.91,0.434,0.779
感謝します,0.765,0.5,0.656
感謝,0.917,0.529,0.588
感謝する,0.857,0.38,0.654
把握する,0.521,0.624,0.696
不安,0.385,0.72,0.454
心配な,0.406,0.592,0.431
見習い,0.615,0.413,0.452
見習い,0.812,0.482,0.643
アプローチ,0.612,0.392,0.61
近づいている,0.74,0.557,0.491
承認する,0.646,0.59,0.86
承認,0.792,0.529,0.774
適切な,0.833,0.368,0.759
流用,0.51,0.632,0.717
承認,0.854,0.46,0.889
承認,0.875,0.548,0.741
承認済み,0.833,0.349,0.698
承認,0.88,0.625,0.78
承認する,0.917,0.583,0.773
近似,0.551,0.56,0.52
約,0.622,0.396,0.538
概算,0.583,0.615,0.471
近似,0.582,0.402,0.593
付属品,0.573,0.412,0.547
アプリコット,0.708,0.32,0.278
エプロン,0.582,0.208,0.245
適切な,0.582,0.418,0.382
適性,0.75,0.471,0.746
アクア,0.656,0.292,0.359
アクアマリン,0.729,0.306,0.413
水族館,0.663,0.327,0.393
水生の,0.677,0.51,0.463
水道橋,0.551,0.411,0.534
水性,0.429,0.27,0.31
耕作可能な,0.51,0.35,0.465
アービタ,0.561,0.537,0.814
任意,0.281,0.702,0.686
仲裁する,0.47,0.62,0.682
仲裁,0.587,0.602,0.67
仲裁人,0.385,0.448,0.795
あずまや,0.583,0.49,0.591
アーク,0.552,0.388,0.396
アーケード,0.676,0.521,0.502
難解な,0.5,0.49,0.637
アーチ,0.5,0.354,0.468
考古学,0.74,0.441,0.66
考古学者,0.552,0.451,0.706
考古学,0.596,0.358,0.691
アルカイック,0.271,0.327,0.332
大天使,0.837,0.5,0.708
大司教,0.622,0.28,0.776
大司教区,0.4,0.321,0.704
大公,0.458,0.413,0.634
アーチ型,0.582,0.403,0.398
射手,0.573,0.622,0.661
アーチェリー,0.594,0.604,0.589
アーキタイプ,0.448,0.52,0.569
諸島,0.745,0.37,0.592
建築家,0.776,0.442,0.836
建築,0.729,0.39,0.67
建築,0.82,0.39,0.694
記録,0.438,0.294,0.527
北極,0.615,0.352,0.546
熱烈な,0.694,0.873,0.722
熱意,0.5,0.78,0.538
つらい,0.344,0.783,0.605
範囲,0.49,0.306,0.464
アリーナ,0.51,0.235,0.404
乳輪,0.417,0.396,0.381
冗談ですか,0.429,0.633,0.4
私をからかってるの,0.365,0.635,0.375
銀色,0.594,0.418,0.472
ああああ,0.26,0.538,0.328
ああああ,0.292,0.536,0.397
ああああ,0.25,0.618,0.324
口論,0.093,0.798,0.525
口論,0.51,0.464,0.698
議論,0.479,0.549,0.76
論争的な,0.45,0.531,0.679
引数,0.541,0.602,0.657
乾燥,0.323,0.333,0.379
生じる,0.75,0.582,0.725
貴族,0.688,0.549,0.842
貴族,0.583,0.413,0.811
貴族的な,0.449,0.519,0.676
算術,0.453,0.46,0.634
箱舟,0.396,0.427,0.543
腕,0.552,0.285,0.469
艦隊,0.408,0.74,0.868
武装,0.198,0.764,0.81
軍備,0.192,0.839,0.83
アーマチュア,0.51,0.558,0.755
アームチェア,0.646,0.164,0.339
武装した,0.188,0.75,0.808
鎧,0.469,0.625,0.784
装甲,0.469,0.509,0.861
武器庫,0.448,0.663,0.8
脇の下,0.283,0.439,0.25
武器,0.464,0.395,0.483
軍,0.417,0.759,0.902
香り,0.823,0.235,0.442
アロマテラピー,0.847,0.22,0.473
覚醒,0.791,0.943,0.731
喚起する,0.74,0.491,0.58
興奮した,0.708,0.952,0.667
罪状認否,0.406,0.837,0.534
整える,0.74,0.49,0.571
配置された,0.698,0.531,0.728
配置,0.625,0.382,0.683
配列,0.521,0.396,0.568
延滞,0.286,0.485,0.302
逮捕,0.146,0.951,0.5
不整脈,0.265,0.706,0.356
到着,0.678,0.51,0.474
到着,0.837,0.406,0.585
傲慢,0.143,0.75,0.62
傲慢,0.115,0.755,0.58
矢印,0.439,0.39,0.454
お尻の穴,0.276,0.598,0.433
お尻の穴,0.188,0.545,0.351
アーセナル,0.365,0.741,0.752
砒素,0.281,0.472,0.447
放火,0.133,0.904,0.567
放火犯,0.348,0.84,0.5
美術,0.812,0.36,0.603
動脈,0.396,0.51,0.583
動脈,0.396,0.58,0.537
巧妙な,0.771,0.608,0.778
関節炎,0.11,0.518,0.345
節足動物,0.344,0.464,0.434
アーティチョーク,0.583,0.218,0.287
論文,0.594,0.28,0.481
記事,0.552,0.324,0.565
明確にする,0.677,0.462,0.618
アーティキュレーション,0.479,0.48,0.591
アーティファクト,0.51,0.5,0.566
策略,0.316,0.696,0.482
人口的,0.306,0.385,0.351
砲兵,0.35,0.912,0.794
職人,0.781,0.33,0.411
アーティスト,0.802,0.442,0.732
アーティスト,0.844,0.512,0.565
芸術的,0.802,0.646,0.632
芸術性,0.823,0.346,0.769
アーティスト,0.796,0.667,0.741
アートワーク,0.896,0.368,0.679
芸術的な,0.49,0.422,0.388
できるだけ速くに,0.571,0.5,0.552
アスベスト,0.357,0.481,0.464
昇る,0.83,0.62,0.812
優勢,0.724,0.625,0.7
優勢,0.656,0.673,0.821
上昇,0.826,0.644,0.777
上昇,0.765,0.72,0.714
上昇,0.755,0.627,0.833
確かめる,0.56,0.53,0.625
確認した,0.531,0.529,0.616
禁欲的な,0.438,0.375,0.472
灰,0.26,0.21,0.207
恥ずかしかった,0.156,0.588,0.228
灰,0.327,0.279,0.142
灰皿,0.406,0.382,0.265
アシニン,0.429,0.472,0.433
聞く,0.531,0.44,0.459
眠っている,0.49,0.21,0.322
寝落ち,0.604,0.1,0.27
asp,0.438,0.489,0.375
アスパラガス,0.469,0.317,0.264
アスパルテーム,0.469,0.48,0.322
側面,0.479,0.469,0.588
側面,0.439,0.48,0.565
アスペン,0.479,0.28,0.395
アスファルト,0.479,0.264,0.439
窒息,0.198,0.704,0.311
窒息,0.059,0.745,0.412
願望,0.704,0.724,0.675
志す,0.812,0.469,0.722
アスピリン,0.479,0.271,0.422
志望,0.844,0.582,0.604
お尻,0.323,0.75,0.345
襲う,0.378,0.51,0.5
加害者,0.184,0.868,0.602
暗殺者,0.073,0.933,0.632
暗殺する,0.051,0.969,0.722
暗殺,0.083,0.941,0.525
暴行,0.167,0.848,0.55
アッセイ,0.633,0.559,0.594
集合,0.429,0.452,0.6
組み立てる,0.542,0.57,0.75
組み立てた,0.663,0.45,0.644
組み立て,0.698,0.5,0.64
議員,0.43,0.538,0.76
同意,0.615,0.515,0.719
主張する,0.75,0.619,0.809
主張する,0.694,0.531,0.736
アサーション,0.74,0.442,0.75
断定的な,0.719,0.412,0.77
評価,0.698,0.5,0.623
評価,0.75,0.623,0.658
査定人,0.551,0.538,0.764
資産,0.797,0.765,0.788
資産,0.667,0.613,0.765
下衆野郎,0.133,0.582,0.263
割当,0.622,0.417,0.709
譲受人,0.51,0.462,0.51
割り当て,0.483,0.398,0.745
同化する,0.559,0.391,0.683
同化,0.429,0.378,0.463
支援する,0.833,0.435,0.629
援助,0.656,0.519,0.633
アシスタント,0.625,0.39,0.536
仲間、同僚,0.812,0.409,0.625
協会,0.745,0.5,0.817
盛り合わせ,0.602,0.46,0.472
品揃え,0.694,0.36,0.526
和らげる,0.745,0.255,0.5
推定,0.698,0.401,0.464
想定,0.612,0.247,0.454
仮定する,0.74,0.39,0.526
予測,0.479,0.431,0.417
保証,0.675,0.442,0.704
保証する,0.91,0.46,0.839
安心,0.878,0.327,0.754
確実に,0.786,0.396,0.833
アスタリスク,0.541,0.288,0.273
小惑星,0.43,0.721,0.623
小惑星,0.361,0.694,0.712
喘息,0.198,0.549,0.227
ぜんそく,0.229,0.706,0.294
乱視,0.214,0.49,0.429
驚かす,0.786,0.845,0.658
驚いた,0.51,0.775,0.574
驚くべき,0.844,0.802,0.821
驚くほど,0.827,0.898,0.773
驚き,0.68,0.718,0.519
驚いた,0.729,0.675,0.474
アストラル,0.604,0.417,0.567
迷った,0.098,0.676,0.308
渋い,0.316,0.5,0.474
占星術師,0.594,0.519,0.673
占星術,0.635,0.34,0.5
宇宙飛行士,0.792,0.601,0.761
天文学者,0.75,0.509,0.735
天文学的な,0.6,0.632,0.726
天文学,0.613,0.474,0.722
抜け目のない,0.776,0.658,0.827
バラバラ,0.208,0.442,0.259
亡命,0.407,0.33,0.445
非対称,0.58,0.343,0.465
非対称,0.476,0.373,0.527
漸近的,0.479,0.451,0.472
アトリエ,0.49,0.33,0.705
無神論,0.276,0.46,0.481
無神論者,0.373,0.481,0.466
アテローム性動脈硬化症,0.25,0.48,0.343
アスリート,0.781,0.718,0.686
アスレチック,0.857,0.798,0.708
運動神経,0.75,0.863,0.778
陸上競技,0.831,0.691,0.74
アトラス,0.531,0.306,0.554
雰囲気,0.604,0.3,0.56
大気,0.531,0.42,0.594
環礁,0.48,0.408,0.472
原子,0.51,0.5,0.433
アトミック,0.327,0.817,0.713
償う,0.418,0.673,0.411
償い,0.55,0.602,0.683
平和,0.724,0.298,0.519
アトリウム,0.469,0.365,0.473
凶悪な,0.073,0.811,0.445
残虐行為,0.115,0.844,0.593
萎縮,0.177,0.54,0.208
付ける,0.52,0.363,0.559
添付,0.562,0.35,0.439
添付ファイル,0.57,0.343,0.5
攻撃,0.286,0.948,0.67
アタッカー,0.185,0.962,0.629
攻撃,0.276,0.837,0.642
達成する,0.806,0.51,0.719
達成可能,0.76,0.5,0.759
達成,0.83,0.52,0.94
試み,0.625,0.491,0.431
試みた,0.594,0.58,0.567
出席,0.65,0.42,0.625
出席,0.812,0.5,0.592
アテンダント,0.58,0.365,0.519
注意,0.74,0.599,0.774
注目を集める人,0.367,0.745,0.457
注目を求める人,0.531,0.673,0.5
気配りのある,0.812,0.52,0.724
減衰,0.408,0.302,0.429
減衰した,0.449,0.28,0.298
減衰,0.458,0.363,0.464
証明する,0.439,0.71,0.685
証明,0.234,0.635,0.5
屋根裏,0.521,0.259,0.377
服装,0.742,0.388,0.483
態度,0.76,0.644,0.861
弁護士,0.6,0.594,0.754
引きつける,0.796,0.663,0.769
アトラクション,0.906,0.774,0.712
魅力的,0.906,0.63,0.769
魅力,0.938,0.667,0.755
帰属,0.704,0.43,0.527
属性,0.781,0.439,0.795
帰属,0.646,0.467,0.658
消耗,0.229,0.54,0.259
赤褐色,0.51,0.24,0.411
競売,0.594,0.702,0.519
競売人,0.542,0.732,0.716
大胆な,0.74,0.875,0.825
大胆さ,0.76,0.755,0.916
可聴,0.673,0.37,0.462
観客,0.698,0.61,0.613
オーディオ,0.709,0.425,0.37
監査,0.375,0.562,0.735
オーディション,0.75,0.685,0.615
オーディション,0.74,0.765,0.596
監査役,0.582,0.571,0.726
講堂,0.529,0.49,0.538
聴覚,0.531,0.481,0.57
何も,0.418,0.135,0.217
増強,0.65,0.683,0.645
増強,0.714,0.613,0.85
8月,0.652,0.292,0.462
叔母,0.667,0.291,0.42
おばさん,0.643,0.275,0.447
オーラ,0.76,0.333,0.5
オーロラ,0.817,0.306,0.537
後援,0.542,0.5,0.634
縁起の良い,0.562,0.635,0.669
質素な,0.5,0.39,0.422
緊縮,0.438,0.406,0.534
本物,0.885,0.51,0.782
認証する,0.833,0.48,0.789
認証,0.724,0.491,0.75
信憑性,0.67,0.548,0.845
著者,0.775,0.343,0.749
権威のある,0.636,0.52,0.89
権限,0.592,0.592,0.934
認可,0.521,0.567,0.817
承認する,0.772,0.596,0.821
認可された,0.76,0.458,0.815
著作権,0.667,0.635,0.773
自閉症,0.235,0.5,0.447
自閉症,0.367,0.337,0.404
自動,0.571,0.569,0.5
自伝的な,0.909,0.462,0.582
自伝,0.735,0.284,0.629
自動修正,0.551,0.439,0.616
独裁的な,0.542,0.577,0.727
サイン,0.735,0.565,0.473
サイン入り,0.781,0.62,0.625
自動化,0.578,0.402,0.632
自動,0.562,0.433,0.664
自動車,0.753,0.625,0.534
自動車,0.656,0.52,0.577
自律性,0.781,0.349,0.891
自動操縦,0.594,0.462,0.632
剖検,0.252,0.65,0.538
秋,0.765,0.204,0.45
補助,0.622,0.471,0.509
役に立つ,0.8,0.43,0.603
可用性,0.796,0.544,0.6
利用可能,0.844,0.356,0.623
雪崩,0.265,0.915,0.683
貪欲,0.198,0.726,0.352
アバター,0.633,0.41,0.567
討つ,0.073,0.867,0.559
アベンジャー,0.337,0.865,0.67
復讐する,0.143,0.88,0.717
アベニュー,0.677,0.36,0.377
平均,0.492,0.45,0.393
平均,0.684,0.28,0.455
回避,0.582,0.442,0.432
嫌悪,0.253,0.569,0.492
嫌悪,0.296,0.606,0.528
嫌悪,0.074,0.663,0.525
逸らす,0.51,0.388,0.465
鳥小屋,0.5,0.36,0.467
航空,0.708,0.646,0.741
飛行士,0.615,0.7,0.644
熱心,0.582,0.459,0.593
アボカド,0.677,0.255,0.287
避ける,0.427,0.442,0.415
回避,0.47,0.481,0.466
避ける,0.457,0.433,0.309
待つ,0.448,0.264,0.276
起きた,0.667,0.469,0.741
目覚める,0.729,0.412,0.611
目覚め,0.745,0.5,0.618
アワード,0.865,0.745,0.66
賞,0.958,0.736,0.652
わかっている,0.656,0.34,0.77
意識,0.684,0.422,0.81
畏敬の念,0.469,0.74,0.3
畏敬の念,0.364,0.774,0.361
驚くばかり,0.98,0.897,0.891
素晴らしさ,0.917,0.647,0.927
畏敬の念,0.615,0.767,0.68
最悪,0.061,0.786,0.45
気まずい,0.296,0.65,0.358
ぎこちなさ,0.167,0.454,0.148
オーニング,0.5,0.186,0.318
間違った,0.156,0.54,0.275
斧,0.296,0.69,0.536
アキシャル,0.458,0.278,0.491
公理,0.439,0.441,0.583
公理的,0.458,0.392,0.627
軸,0.209,0.25,0.356
車軸,0.459,0.294,0.473
ああ,0.5,0.557,0.255
はい,0.562,0.42,0.392
方位角,0.385,0.461,0.421
紺碧,0.62,0.256,0.339
せせらぎ,0.552,0.441,0.204
せせらぎ,0.396,0.418,0.241
ベイビー,0.86,0.536,0.424
ヒヒ,0.357,0.41,0.429
赤ちゃん,0.837,0.365,0.455
子守をする,0.719,0.587,0.398
ベビーシッター,0.656,0.415,0.408
バカロレア,0.729,0.51,0.48
バカラ,0.583,0.497,0.436
学士,0.667,0.406,0.6
独身,0.735,0.78,0.465
戻る,0.438,0.353,0.336
バックボード,0.48,0.259,0.436
背骨,0.538,0.464,0.62
バックドア,0.344,0.41,0.333
背景,0.32,0.309,0.444
後援者,0.646,0.375,0.537
逆火,0.265,0.612,0.491
バックギャモン,0.58,0.41,0.39
バックグラウンド,0.399,0.357,0.498
バックハンド,0.427,0.449,0.39
バックホウ,0.398,0.554,0.562
バックオフ,0.104,0.396,0.24
バックパック,0.729,0.278,0.333
バックパッカー,0.51,0.73,0.46
奥の部屋,0.406,0.5,0.387
後部座席,0.388,0.33,0.237
裏側,0.182,0.417,0.342
バックトラック,0.312,0.525,0.278
バックアップ,0.52,0.51,0.553
後ろ向き,0.309,0.367,0.25
後進性,0.24,0.5,0.136
後ろ向き,0.302,0.372,0.33
バックウォーター,0.312,0.41,0.161
へき地,0.541,0.35,0.482
裏庭,0.552,0.28,0.302
ベーコン,0.698,0.406,0.295
バクテリア,0.177,0.553,0.57
バクテリア,0.156,0.5,0.473
細菌,0.194,0.545,0.345
悪い,0.125,0.625,0.373
ワル,0.255,0.775,0.745
付いてない日,0.327,0.449,0.373
気持ち悪い,0.25,0.559,0.365
バッジ,0.567,0.488,0.691
狸,0.344,0.429,0.357
悪癖,0.184,0.594,0.311
ひどく,0.073,0.509,0.286
不良,0.094,0.823,0.463
バッフル,0.344,0.442,0.482
困惑した,0.151,0.6,0.339
バッグ,0.5,0.25,0.314
ベーグル,0.531,0.363,0.34
荷物,0.61,0.363,0.427
バギー,0.367,0.427,0.366
だぶだぶ,0.521,0.278,0.452
バッグマン,0.506,0.5,0.394
バグパイプ,0.541,0.556,0.412
寄託,0.373,0.52,0.561
廷吏,0.347,0.519,0.759
餌,0.276,0.327,0.296
焼く,0.867,0.418,0.519
ベーカリー,0.802,0.5,0.38
ベーキング,0.549,0.455,0.451
バル,0.49,0.412,0.432
残高,0.684,0.265,0.735
バランスの取れた,0.806,0.255,0.745
バルコニー,0.562,0.392,0.38
はげた,0.306,0.184,0.268
禿げている,0.302,0.363,0.368
禿げた,0.398,0.385,0.396
俵,0.437,0.363,0.412
ボーク,0.229,0.451,0.415
玉,0.74,0.427,0.317
バラード,0.792,0.284,0.424
バラスト,0.354,0.423,0.287
バレリーナ,0.802,0.66,0.475
バレエ,0.656,0.48,0.358
ボールゲーム,0.781,0.79,0.407
弾道,0.26,0.806,0.685
弾道学,0.271,0.787,0.61
バルーン,0.729,0.245,0.315
投票,0.521,0.361,0.358
野球場,0.724,0.694,0.529
野球選手,0.719,0.764,0.566
ボールペン,0.596,0.337,0.318
ボールルーム,0.847,0.635,0.448
ばかげた,0.531,0.491,0.414
バーム,0.625,0.275,0.414
さわやかな,0.684,0.327,0.545
バルサム,0.663,0.25,0.385
バルサミコ,0.582,0.283,0.447
バム,0.427,0.472,0.39
竹,0.646,0.222,0.356
禁止,0.146,0.689,0.587
バナナ,0.612,0.23,0.241
バンド,0.648,0.552,0.525
包帯,0.22,0.327,0.286
バンダナ,0.562,0.276,0.277
盗賊,0.094,0.796,0.567
バンドスタンド,0.735,0.536,0.52
時流,0.625,0.651,0.509
帯域幅,0.714,0.337,0.548
悩みの種,0.265,0.694,0.366
強打,0.265,0.951,0.74
バンガー,0.378,0.54,0.538
追放する,0.163,0.677,0.543
追放された,0.052,0.713,0.37
追放,0.16,0.775,0.298
手すり,0.418,0.41,0.332
バンジョー,0.469,0.4,0.37
銀行,0.562,0.327,0.675
バンカー,0.586,0.588,0.792
バンキング,0.51,0.327,0.5
バンクロール,0.469,0.57,0.509
破産,0.163,0.673,0.337
倒産,0.01,0.696,0.209
バナー,0.521,0.408,0.474
バンケット,0.765,0.571,0.6
バンシー,0.408,0.565,0.481
冗談,0.594,0.677,0.464
バンザイ,0.55,0.51,0.443
洗礼,0.844,0.384,0.566
洗礼式,0.646,0.343,0.625
洗礼を授ける,0.739,0.426,0.594
バー,0.5,0.531,0.481
バーブ,0.448,0.365,0.417
野蛮人,0.323,0.896,0.713
野蛮な,0.235,0.798,0.738
野蛮,0.19,0.815,0.614
バーベキュー,0.792,0.643,0.456
とげのある,0.177,0.594,0.455
床屋,0.543,0.459,0.356
理髪店,0.597,0.441,0.382
バービー人形,0.729,0.37,0.33
吟遊詩人,0.47,0.41,0.439
裸,0.333,0.717,0.296
コンドームをつけない,0.5,0.356,0.373
裸足,0.445,0.373,0.241
かろうじて,0.448,0.183,0.268
バーフ,0.34,0.491,0.394
バーゲン,0.653,0.533,0.67
交渉,0.622,0.64,0.642
はしけ,0.469,0.388,0.465
バリトン,0.592,0.529,0.5
バリウム,0.406,0.353,0.377
吠える,0.36,0.602,0.395
バーテンダー,0.48,0.5,0.454
吠える,0.427,0.694,0.325
オオムギ,0.614,0.212,0.296
バーメイド,0.521,0.472,0.44
バーマン,0.594,0.61,0.4
納屋,0.51,0.452,0.425
フジツボ,0.408,0.337,0.457
バーニー,0.451,0.378,0.44
納屋,0.51,0.353,0.336
バロメーター,0.388,0.273,0.545
男爵,0.52,0.358,0.709
男爵夫人,0.625,0.453,0.755
バロック,0.49,0.357,0.418
バラック,0.378,0.5,0.455
バラクーダ,0.333,0.713,0.51
弾幕,0.388,0.871,0.627
禁じられた,0.143,0.741,0.535
たる,0.429,0.298,0.474
不毛,0.173,0.373,0.221
バリケード,0.323,0.667,0.673
バリア,0.333,0.48,0.562
禁じる,0.292,0.67,0.42
法廷弁護士,0.469,0.57,0.792
バールーム,0.686,0.619,0.47
手押し車,0.479,0.363,0.362
バーテンダー,0.573,0.698,0.585
バーター,0.465,0.559,0.596
ベース,0.635,0.298,0.553
野球,0.66,0.76,0.563
野球用バット,0.667,0.567,0.509
幅木,0.396,0.198,0.405
根拠のない,0.292,0.382,0.375
ベースライン,0.483,0.367,0.509
ベースマン,0.604,0.449,0.462
地下,0.388,0.5,0.268
拠点,0.569,0.236,0.591
バッシュ,0.385,0.546,0.463
はにかむ,0.4,0.406,0.217
基本,0.643,0.102,0.395
基本,0.688,0.311,0.491
バジル,0.534,0.274,0.309
バシリカ,0.612,0.302,0.639
たらい,0.552,0.231,0.398
基本,0.602,0.26,0.426
日光浴をする,0.76,0.33,0.381
バスケット,0.458,0.227,0.336
バスケットボール,0.814,0.764,0.435
ベース,0.427,0.206,0.268
ベースギター,0.738,0.37,0.294
バッソ,0.417,0.42,0.439
ファゴット,0.5,0.433,0.31
子なし,0.094,0.692,0.289
ろくでなし,0.104,0.608,0.269
ろくでなし,0.082,0.68,0.422
砦,0.531,0.5,0.596
バット,0.324,0.409,0.48
バッチ,0.56,0.357,0.357
バッチ処理,0.484,0.42,0.518
ベイト,0.429,0.525,0.464
浴,0.725,0.26,0.263
入浴,0.677,0.294,0.371
銭湯,0.602,0.38,0.459
入浴,0.74,0.276,0.361
バスローブ,0.531,0.442,0.394
トイレ,0.561,0.283,0.345
バスタブ,0.625,0.24,0.318
深浅測量,0.432,0.48,0.509
バトン,0.272,0.235,0.519
大隊,0.333,0.818,0.795
バター,0.561,0.245,0.373
ボロボロの,0.08,0.79,0.306
殴る,0.21,0.798,0.49
バッテリー,0.48,0.425,0.442
戦い,0.365,0.945,0.868
戦った,0.292,0.794,0.575
戦場,0.133,0.918,0.781
戦場,0.156,0.958,0.812
胸壁,0.276,0.441,0.53
戦艦,0.479,0.75,0.726
バティ,0.375,0.619,0.274
安物の宝石,0.698,0.429,0.255
下品な,0.184,0.823,0.508
大声で叫ぶ,0.385,0.88,0.561
ベイ,0.719,0.365,0.569
銃剣,0.263,0.775,0.561
バイユー,0.469,0.431,0.324
バザール,0.604,0.34,0.5
バズーカ,0.302,0.824,0.634
誕生日,0.729,0.6,0.415
なれ,0.67,0.24,0.554
ビーチ,0.885,0.529,0.455
ビーチ,0.865,0.5,0.538
ビーコン,0.58,0.407,0.537
ビーズ,0.592,0.388,0.381
ビーディング,0.542,0.32,0.398
ビーズ,0.673,0.388,0.552
ビーディー,0.448,0.417,0.443
ビーグル,0.649,0.47,0.395
嘴,0.375,0.363,0.411
ビーカー,0.42,0.41,0.391
ビーム,0.584,0.349,0.382
晴れやかな,0.892,0.654,0.587
豆,0.667,0.269,0.264
豆袋,0.45,0.38,0.34
ビーニー,0.5,0.23,0.263
くま,0.448,0.57,0.475
耐えられる,0.542,0.375,0.605
ひげ,0.49,0.261,0.371
あごひげを生やした,0.439,0.337,0.391
担ぎ手,0.571,0.547,0.676
ベアリング,0.571,0.367,0.474
